sort,segment,position,field,datatype,HL7 table,table identifier,version,source,count,2611,,
DSC-2-2.8.2-HL70398,DSC,2,DSC-2,ID,HL70398,0398,2.8.2,IGAMT,2,,,
ECD-2-2.4-HL70368,ECD,2,ECD-2,CE,HL70368,0368,2.4,Frank,2,,,
ECD-2-2.4-HL70368,ECD,2,ECD-2,CE,HL70368,0368,2.4,IGAMT,2,,,
ECD-2-2.5-HL70368,ECD,2,ECD-2,CE,HL70368,0368,2.5,Frank,2,,,
ECD-2-2.5-HL70368,ECD,2,ECD-2,CE,HL70368,0368,2.5,IGAMT,2,,,
ECD-2-2.5.1-HL70368,ECD,2,ECD-2,CE,HL70368,0368,2.5.1,Frank,2,,,
ECD-2-2.5.1-HL70368,ECD,2,ECD-2,CE,HL70368,0368,2.5.1,IGAMT,2,,,
ECD-2-2.6-HL70368,ECD,2,ECD-2,CWE,HL70368,0368,2.6,Frank,2,,,
ECD-2-2.6-HL70368,ECD,2,ECD-2,CWE,HL70368,0368,2.6,IGAMT,2,,,
ECD-2-2.7-HL70368,ECD,2,ECD-2,CWE,HL70368,0368,2.7,Frank,2,,,
ECD-2-2.7-HL70368,ECD,2,ECD-2,CWE,HL70368,0368,2.7,IGAMT,2,,,
ECD-2-2.7.1-HL70368,ECD,2,ECD-2,CWE,HL70368,0368,2.7.1,Frank,2,,,
ECD-2-2.7.1-HL70368,ECD,2,ECD-2,CWE,HL70368,0368,2.7.1,IGAMT,2,,,
ECD-2-2.8-HL70368,ECD,2,ECD-2,CWE,HL70368,0368,2.8,Frank,2,,,
ECD-2-2.8-HL70368,ECD,2,ECD-2,CWE,HL70368,0368,2.8,IGAMT,2,,,
ECD-2-2.8.1-HL70368,ECD,2,ECD-2,CWE,HL70368,0368,2.8.1,Frank,2,,,
ECD-2-2.8.1-HL70368,ECD,2,ECD-2,CWE,HL70368,0368,2.8.1,IGAMT,2,,,
ECD-2-2.8.2-HL70368,ECD,2,ECD-2,CWE,HL70368,0368,2.8.2,Frank,2,,,
ECD-2-2.8.2-HL70368,ECD,2,ECD-2,CWE,HL70368,0368,2.8.2,IGAMT,2,,,
ECD-3-2.4-HL70136,ECD,3,ECD-3,ID,HL70136,0136,2.4,Frank,2,,,
ECD-3-2.4-HL70136,ECD,3,ECD-3,ID,HL70136,0136,2.4,IGAMT,2,,,
ECD-3-2.5-HL70136,ECD,3,ECD-3,ID,HL70136,0136,2.5,Frank,2,,,
ECD-3-2.5-HL70136,ECD,3,ECD-3,ID,HL70136,0136,2.5,IGAMT,2,,,
ECD-3-2.5.1-HL70136,ECD,3,ECD-3,ID,HL70136,0136,2.5.1,Frank,2,,,
ECD-3-2.5.1-HL70136,ECD,3,ECD-3,ID,HL70136,0136,2.5.1,IGAMT,2,,,
ECD-3-2.6-HL70136,ECD,3,ECD-3,ID,HL70136,0136,2.6,Frank,2,,,
ECD-3-2.6-HL70136,ECD,3,ECD-3,ID,HL70136,0136,2.6,IGAMT,2,,,
ECD-3-2.7-HL70136,ECD,3,ECD-3,ID,HL70136,0136,2.7,Frank,2,,,
ECD-3-2.7-HL70136,ECD,3,ECD-3,ID,HL70136,0136,2.7,IGAMT,2,,,
ECD-3-2.7.1-HL70136,ECD,3,ECD-3,ID,HL70136,0136,2.7.1,Frank,2,,,
ECD-3-2.7.1-HL70136,ECD,3,ECD-3,ID,HL70136,0136,2.7.1,IGAMT,2,,,
ECD-3-2.8-HL70136,ECD,3,ECD-3,ID,HL70136,0136,2.8,Frank,2,,,
ECD-3-2.8-HL70136,ECD,3,ECD-3,ID,HL70136,0136,2.8,IGAMT,2,,,
ECD-3-2.8.1-HL70136,ECD,3,ECD-3,ID,HL70136,0136,2.8.1,Frank,2,,,
ECD-3-2.8.1-HL70136,ECD,3,ECD-3,ID,HL70136,0136,2.8.1,IGAMT,2,,,
ECD-3-2.8.2-HL70136,ECD,3,ECD-3,ID,HL70136,0136,2.8.2,Frank,2,,,
ECD-3-2.8.2-HL70136,ECD,3,ECD-3,ID,HL70136,0136,2.8.2,IGAMT,2,,,
ECR-1-2.4-HL70387,ECR,1,ECR-1,CE,HL70387,0387,2.4,Frank,2,,,
ECR-1-2.4-HL70387,ECR,1,ECR-1,CE,HL70387,0387,2.4,IGAMT,2,,,
ECR-1-2.5-HL70387,ECR,1,ECR-1,CE,HL70387,0387,2.5,Frank,2,,,
ECR-1-2.5-HL70387,ECR,1,ECR-1,CE,HL70387,0387,2.5,IGAMT,2,,,
ECR-1-2.5.1-HL70387,ECR,1,ECR-1,CE,HL70387,0387,2.5.1,Frank,2,,,
ECR-1-2.5.1-HL70387,ECR,1,ECR-1,CE,HL70387,0387,2.5.1,IGAMT,2,,,
ECR-1-2.6-HL70387,ECR,1,ECR-1,CWE,HL70387,0387,2.6,Frank,2,,,
ECR-1-2.6-HL70387,ECR,1,ECR-1,CWE,HL70387,0387,2.6,IGAMT,2,,,
ECR-1-2.7-HL70387,ECR,1,ECR-1,CWE,HL70387,0387,2.7,Frank,2,,,
ECR-1-2.7-HL70387,ECR,1,ECR-1,CWE,HL70387,0387,2.7,IGAMT,2,,,
ECR-1-2.7.1-HL70387,ECR,1,ECR-1,CWE,HL70387,0387,2.7.1,Frank,2,,,
ECR-1-2.7.1-HL70387,ECR,1,ECR-1,CWE,HL70387,0387,2.7.1,IGAMT,2,,,
ECR-1-2.8-HL70387,ECR,1,ECR-1,CWE,HL70387,0387,2.8,Frank,2,,,
ECR-1-2.8-HL70387,ECR,1,ECR-1,CWE,HL70387,0387,2.8,IGAMT,2,,,
ECR-1-2.8.1-HL70387,ECR,1,ECR-1,CWE,HL70387,0387,2.8.1,Frank,2,,,
ECR-1-2.8.1-HL70387,ECR,1,ECR-1,CWE,HL70387,0387,2.8.1,IGAMT,2,,,
ECR-1-2.8.2-HL70387,ECR,1,ECR-1,CWE,HL70387,0387,2.8.2,Frank,2,,,
ECR-1-2.8.2-HL70387,ECR,1,ECR-1,CWE,HL70387,0387,2.8.2,IGAMT,2,,,
EDU-2-2.4-HL70360,EDU,2,EDU-2,IS,HL70360,0360,2.4,Frank,2,,,
EDU-2-2.4-HL70360,EDU,2,EDU-2,IS,HL70360,0360,2.4,IGAMT,2,,,
EDU-2-2.5-HL70360,EDU,2,EDU-2,IS,HL70360,0360,2.5,Frank,2,,,
EDU-2-2.5-HL70360,EDU,2,EDU-2,IS,HL70360,0360,2.5,IGAMT,2,,,
EDU-2-2.5.1-HL70360,EDU,2,EDU-2,IS,HL70360,0360,2.5.1,Frank,2,,,
EDU-2-2.5.1-HL70360,EDU,2,EDU-2,IS,HL70360,0360,2.5.1,IGAMT,2,,,
EDU-2-2.6-HL70360,EDU,2,EDU-2,IS,HL70360,0360,2.6,Frank,2,,,
EDU-2-2.6-HL70360,EDU,2,EDU-2,IS,HL70360,0360,2.6,IGAMT,2,,,
EDU-2-2.7-HL70360,EDU,2,EDU-2,CWE,HL70360,0360,2.7,Frank,2,,,
EDU-2-2.7-HL70360,EDU,2,EDU-2,CWE,HL70360,0360,2.7,IGAMT,2,,,
EDU-2-2.7.1-HL70360,EDU,2,EDU-2,CWE,HL70360,0360,2.7.1,Frank,2,,,
EDU-2-2.7.1-HL70360,EDU,2,EDU-2,CWE,HL70360,0360,2.7.1,IGAMT,2,,,
EDU-2-2.8-HL70360,EDU,2,EDU-2,CWE,HL70360,0360,2.8,Frank,2,,,
EDU-2-2.8-HL70360,EDU,2,EDU-2,CWE,HL70360,0360,2.8,IGAMT,2,,,
EDU-2-2.8.1-HL70360,EDU,2,EDU-2,CWE,HL70360,0360,2.8.1,Frank,2,,,
EDU-2-2.8.1-HL70360,EDU,2,EDU-2,CWE,HL70360,0360,2.8.1,IGAMT,2,,,
EDU-2-2.8.2-HL70360,EDU,2,EDU-2,CWE,HL70360,0360,2.8.2,Frank,2,,,
EDU-2-2.8.2-HL70360,EDU,2,EDU-2,CWE,HL70360,0360,2.8.2,IGAMT,2,,,
EDU-7-2.4-HL70402,EDU,7,EDU-7,CE,HL70402,0402,2.4,Frank,2,,,
EDU-7-2.4-HL70402,EDU,7,EDU-7,CE,HL70402,0402,2.4,IGAMT,2,,,
EDU-7-2.5-HL70402,EDU,7,EDU-7,CE,HL70402,0402,2.5,Frank,2,,,
EDU-7-2.5-HL70402,EDU,7,EDU-7,CE,HL70402,0402,2.5,IGAMT,2,,,
EDU-7-2.5.1-HL70402,EDU,7,EDU-7,CE,HL70402,0402,2.5.1,Frank,2,,,
EDU-7-2.5.1-HL70402,EDU,7,EDU-7,CE,HL70402,0402,2.5.1,IGAMT,2,,,
EDU-7-2.6-HL70402,EDU,7,EDU-7,CWE,HL70402,0402,2.6,Frank,2,,,
EDU-7-2.6-HL70402,EDU,7,EDU-7,CWE,HL70402,0402,2.6,IGAMT,2,,,
EDU-7-2.7-HL70402,EDU,7,EDU-7,CWE,HL70402,0402,2.7,Frank,2,,,
EDU-7-2.7-HL70402,EDU,7,EDU-7,CWE,HL70402,0402,2.7,IGAMT,2,,,
EDU-7-2.7.1-HL70402,EDU,7,EDU-7,CWE,HL70402,0402,2.7.1,Frank,2,,,
EDU-7-2.7.1-HL70402,EDU,7,EDU-7,CWE,HL70402,0402,2.7.1,IGAMT,2,,,
EDU-7-2.8-HL70402,EDU,7,EDU-7,CWE,HL70402,0402,2.8,Frank,2,,,
EDU-7-2.8-HL70402,EDU,7,EDU-7,CWE,HL70402,0402,2.8,IGAMT,2,,,
EDU-7-2.8.1-HL70402,EDU,7,EDU-7,CWE,HL70402,0402,2.8.1,Frank,2,,,
EDU-7-2.8.1-HL70402,EDU,7,EDU-7,CWE,HL70402,0402,2.8.1,IGAMT,2,,,
EDU-7-2.8.2-HL70402,EDU,7,EDU-7,CWE,HL70402,0402,2.8.2,Frank,2,,,
EDU-7-2.8.2-HL70402,EDU,7,EDU-7,CWE,HL70402,0402,2.8.2,IGAMT,2,,,
EQL-2-2.3-HL70106,EQL,2,EQL-2,ID,HL70106,0106,2.3,Frank,1,,,
EQL-2-2.3.1-HL70106,EQL,2,EQL-2,ID,HL70106,0106,2.3.1,Frank,1,,,
EQL-2-2.4-HL70106,EQL,2,EQL-2,ID,HL70106,0106,2.4,Frank,1,,,
EQL-2-2.5-HL70106,EQL,2,EQL-2,ID,HL70106,0106,2.5,Frank,1,,,
EQL-2-2.5.1-HL70106,EQL,2,EQL-2,ID,HL70106,0106,2.5.1,Frank,1,,,
EQP-1-2.4-HL70450,EQP,1,EQP-1,CE,HL70450,0450,2.4,Frank,2,,,
EQP-1-2.4-HL70450,EQP,1,EQP-1,CE,HL70450,0450,2.4,IGAMT,2,,,
EQP-1-2.5-HL70450,EQP,1,EQP-1,CE,HL70450,0450,2.5,Frank,2,,,
EQP-1-2.5-HL70450,EQP,1,EQP-1,CE,HL70450,0450,2.5,IGAMT,2,,,
EQP-1-2.5.1-HL70450,EQP,1,EQP-1,CE,HL70450,0450,2.5.1,Frank,2,,,
EQP-1-2.5.1-HL70450,EQP,1,EQP-1,CE,HL70450,0450,2.5.1,IGAMT,2,,,
EQP-1-2.6-HL70450,EQP,1,EQP-1,CWE,HL70450,0450,2.6,Frank,2,,,
EQP-1-2.6-HL70450,EQP,1,EQP-1,CWE,HL70450,0450,2.6,IGAMT,2,,,
EQP-1-2.7-HL70450,EQP,1,EQP-1,CWE,HL70450,0450,2.7,Frank,2,,,
EQP-1-2.7-HL70450,EQP,1,EQP-1,CWE,HL70450,0450,2.7,IGAMT,2,,,
EQP-1-2.7.1-HL70450,EQP,1,EQP-1,CWE,HL70450,0450,2.7.1,Frank,2,,,
EQP-1-2.7.1-HL70450,EQP,1,EQP-1,CWE,HL70450,0450,2.7.1,IGAMT,2,,,
EQP-1-2.8-HL70450,EQP,1,EQP-1,CWE,HL70450,0450,2.8,Frank,2,,,
EQP-1-2.8-HL70450,EQP,1,EQP-1,CWE,HL70450,0450,2.8,IGAMT,2,,,
EQP-1-2.8.1-HL70450,EQP,1,EQP-1,CWE,HL70450,0450,2.8.1,Frank,2,,,
EQP-1-2.8.1-HL70450,EQP,1,EQP-1,CWE,HL70450,0450,2.8.1,IGAMT,2,,,
EQP-1-2.8.2-HL70450,EQP,1,EQP-1,CWE,HL70450,0450,2.8.2,Frank,2,,,
EQP-1-2.8.2-HL70450,EQP,1,EQP-1,CWE,HL70450,0450,2.8.2,IGAMT,2,,,
EQU-3-2.4-HL70365,EQU,3,EQU-3,CE,HL70365,0365,2.4,Frank,2,,,
EQU-3-2.4-HL70365,EQU,3,EQU-3,CE,HL70365,0365,2.4,IGAMT,2,,,
EQU-3-2.5-HL70365,EQU,3,EQU-3,CE,HL70365,0365,2.5,Frank,2,,,
EQU-3-2.5-HL70365,EQU,3,EQU-3,CE,HL70365,0365,2.5,IGAMT,2,,,
EQU-3-2.5.1-HL70365,EQU,3,EQU-3,CE,HL70365,0365,2.5.1,Frank,2,,,
EQU-3-2.5.1-HL70365,EQU,3,EQU-3,CE,HL70365,0365,2.5.1,IGAMT,2,,,
EQU-3-2.6-HL70365,EQU,3,EQU-3,CWE,HL70365,0365,2.6,Frank,2,,,
EQU-3-2.6-HL70365,EQU,3,EQU-3,CWE,HL70365,0365,2.6,IGAMT,2,,,
EQU-3-2.7-HL70365,EQU,3,EQU-3,CWE,HL70365,0365,2.7,Frank,2,,,
EQU-3-2.7-HL70365,EQU,3,EQU-3,CWE,HL70365,0365,2.7,IGAMT,2,,,
EQU-3-2.7.1-HL70365,EQU,3,EQU-3,CWE,HL70365,0365,2.7.1,Frank,2,,,
EQU-3-2.7.1-HL70365,EQU,3,EQU-3,CWE,HL70365,0365,2.7.1,IGAMT,2,,,
EQU-3-2.8-HL70365,EQU,3,EQU-3,CWE,HL70365,0365,2.8,Frank,2,,,
EQU-3-2.8-HL70365,EQU,3,EQU-3,CWE,HL70365,0365,2.8,IGAMT,2,,,
EQU-3-2.8.1-HL70365,EQU,3,EQU-3,CWE,HL70365,0365,2.8.1,Frank,2,,,
EQU-3-2.8.1-HL70365,EQU,3,EQU-3,CWE,HL70365,0365,2.8.1,IGAMT,2,,,
EQU-3-2.8.2-HL70365,EQU,3,EQU-3,CWE,HL70365,0365,2.8.2,Frank,2,,,
EQU-3-2.8.2-HL70365,EQU,3,EQU-3,CWE,HL70365,0365,2.8.2,IGAMT,2,,,
EQU-4-2.4-HL70366,EQU,4,EQU-4,CE,HL70366,0366,2.4,Frank,2,,,
EQU-4-2.4-HL70366,EQU,4,EQU-4,CE,HL70366,0366,2.4,IGAMT,2,,,
EQU-4-2.5-HL70366,EQU,4,EQU-4,CE,HL70366,0366,2.5,Frank,2,,,
EQU-4-2.5-HL70366,EQU,4,EQU-4,CE,HL70366,0366,2.5,IGAMT,2,,,
EQU-4-2.5.1-HL70366,EQU,4,EQU-4,CE,HL70366,0366,2.5.1,Frank,2,,,
EQU-4-2.5.1-HL70366,EQU,4,EQU-4,CE,HL70366,0366,2.5.1,IGAMT,2,,,
EQU-4-2.6-HL70366,EQU,4,EQU-4,CWE,HL70366,0366,2.6,Frank,2,,,
EQU-4-2.6-HL70366,EQU,4,EQU-4,CWE,HL70366,0366,2.6,IGAMT,2,,,
EQU-4-2.7-HL70366,EQU,4,EQU-4,CWE,HL70366,0366,2.7,Frank,2,,,
EQU-4-2.7-HL70366,EQU,4,EQU-4,CWE,HL70366,0366,2.7,IGAMT,2,,,
EQU-4-2.7.1-HL70366,EQU,4,EQU-4,CWE,HL70366,0366,2.7.1,Frank,2,,,
EQU-4-2.7.1-HL70366,EQU,4,EQU-4,CWE,HL70366,0366,2.7.1,IGAMT,2,,,
EQU-4-2.8-HL70366,EQU,4,EQU-4,CWE,HL70366,0366,2.8,Frank,2,,,
EQU-4-2.8-HL70366,EQU,4,EQU-4,CWE,HL70366,0366,2.8,IGAMT,2,,,
EQU-4-2.8.1-HL70366,EQU,4,EQU-4,CWE,HL70366,0366,2.8.1,Frank,2,,,
EQU-4-2.8.1-HL70366,EQU,4,EQU-4,CWE,HL70366,0366,2.8.1,IGAMT,2,,,
EQU-4-2.8.2-HL70366,EQU,4,EQU-4,CWE,HL70366,0366,2.8.2,Frank,2,,,
EQU-4-2.8.2-HL70366,EQU,4,EQU-4,CWE,HL70366,0366,2.8.2,IGAMT,2,,,
EQU-5-2.4-HL70367,EQU,5,EQU-5,CE,HL70367,0367,2.4,Frank,2,,,
EQU-5-2.4-HL70367,EQU,5,EQU-5,CE,HL70367,0367,2.4,IGAMT,2,,,
EQU-5-2.5-HL70367,EQU,5,EQU-5,CE,HL70367,0367,2.5,Frank,2,,,
EQU-5-2.5-HL70367,EQU,5,EQU-5,CE,HL70367,0367,2.5,IGAMT,2,,,
EQU-5-2.5.1-HL70367,EQU,5,EQU-5,CE,HL70367,0367,2.5.1,Frank,2,,,
EQU-5-2.5.1-HL70367,EQU,5,EQU-5,CE,HL70367,0367,2.5.1,IGAMT,2,,,
EQU-5-2.6-HL70367,EQU,5,EQU-5,CWE,HL70367,0367,2.6,Frank,2,,,
EQU-5-2.6-HL70367,EQU,5,EQU-5,CWE,HL70367,0367,2.6,IGAMT,2,,,
EQU-5-2.7-HL70367,EQU,5,EQU-5,CWE,HL70367,0367,2.7,Frank,2,,,
EQU-5-2.7-HL70367,EQU,5,EQU-5,CWE,HL70367,0367,2.7,IGAMT,2,,,
EQU-5-2.7.1-HL70367,EQU,5,EQU-5,CWE,HL70367,0367,2.7.1,Frank,2,,,
EQU-5-2.7.1-HL70367,EQU,5,EQU-5,CWE,HL70367,0367,2.7.1,IGAMT,2,,,
EQU-5-2.8-HL70367,EQU,5,EQU-5,CWE,HL70367,0367,2.8,Frank,2,,,
EQU-5-2.8-HL70367,EQU,5,EQU-5,CWE,HL70367,0367,2.8,IGAMT,2,,,
EQU-5-2.8.1-HL70367,EQU,5,EQU-5,CWE,HL70367,0367,2.8.1,Frank,2,,,
EQU-5-2.8.1-HL70367,EQU,5,EQU-5,CWE,HL70367,0367,2.8.1,IGAMT,2,,,
EQU-5-2.8.2-HL70367,EQU,5,EQU-5,CWE,HL70367,0367,2.8.2,Frank,2,,,
EQU-5-2.8.2-HL70367,EQU,5,EQU-5,CWE,HL70367,0367,2.8.2,IGAMT,2,,,
ERR-10-2.5-HL70518,ERR,10,ERR-10,CWE,HL70518,0518,2.5,Frank,2,,,
ERR-10-2.5-HL70518,ERR,10,ERR-10,CWE,HL70518,0518,2.5,IGAMT,2,,,
ERR-10-2.5.1-HL70518,ERR,10,ERR-10,CWE,HL70518,0518,2.5.1,Frank,2,,,
ERR-10-2.5.1-HL70518,ERR,10,ERR-10,CWE,HL70518,0518,2.5.1,IGAMT,2,,,
ERR-10-2.6-HL70518,ERR,10,ERR-10,CWE,HL70518,0518,2.6,Frank,2,,,
ERR-10-2.6-HL70518,ERR,10,ERR-10,CWE,HL70518,0518,2.6,IGAMT,2,,,
ERR-10-2.7-HL70518,ERR,10,ERR-10,CWE,HL70518,0518,2.7,Frank,2,,,
ERR-10-2.7-HL70518,ERR,10,ERR-10,CWE,HL70518,0518,2.7,IGAMT,2,,,
ERR-10-2.7.1-HL70518,ERR,10,ERR-10,CWE,HL70518,0518,2.7.1,Frank,2,,,
ERR-10-2.7.1-HL70518,ERR,10,ERR-10,CWE,HL70518,0518,2.7.1,IGAMT,2,,,
ERR-10-2.8-HL70518,ERR,10,ERR-10,CWE,HL70518,0518,2.8,Frank,2,,,
ERR-10-2.8-HL70518,ERR,10,ERR-10,CWE,HL70518,0518,2.8,IGAMT,2,,,
ERR-10-2.8.1-HL70518,ERR,10,ERR-10,CWE,HL70518,0518,2.8.1,Frank,2,,,
ERR-10-2.8.1-HL70518,ERR,10,ERR-10,CWE,HL70518,0518,2.8.1,IGAMT,2,,,
ERR-10-2.8.2-HL70518,ERR,10,ERR-10,CWE,HL70518,0518,2.8.2,Frank,2,,,
ERR-10-2.8.2-HL70518,ERR,10,ERR-10,CWE,HL70518,0518,2.8.2,IGAMT,2,,,
ERR-11-2.5-HL70519,ERR,11,ERR-11,CWE,HL70519,0519,2.5,Frank,2,,,
ERR-11-2.5-HL70519,ERR,11,ERR-11,CWE,HL70519,0519,2.5,IGAMT,2,,,
ERR-11-2.5.1-HL70519,ERR,11,ERR-11,CWE,HL70519,0519,2.5.1,Frank,2,,,
ERR-11-2.5.1-HL70519,ERR,11,ERR-11,CWE,HL70519,0519,2.5.1,IGAMT,2,,,
ERR-11-2.6-HL70519,ERR,11,ERR-11,CWE,HL70519,0519,2.6,Frank,2,,,
ERR-11-2.6-HL70519,ERR,11,ERR-11,CWE,HL70519,0519,2.6,IGAMT,2,,,
ERR-11-2.7-HL70519,ERR,11,ERR-11,CWE,HL70519,0519,2.7,Frank,2,,,
ERR-11-2.7-HL70519,ERR,11,ERR-11,CWE,HL70519,0519,2.7,IGAMT,2,,,
ERR-11-2.7.1-HL70519,ERR,11,ERR-11,CWE,HL70519,0519,2.7.1,Frank,2,,,
ERR-11-2.7.1-HL70519,ERR,11,ERR-11,CWE,HL70519,0519,2.7.1,IGAMT,2,,,
ERR-11-2.8-HL70519,ERR,11,ERR-11,CWE,HL70519,0519,2.8,Frank,2,,,
ERR-11-2.8-HL70519,ERR,11,ERR-11,CWE,HL70519,0519,2.8,IGAMT,2,,,
ERR-11-2.8.1-HL70519,ERR,11,ERR-11,CWE,HL70519,0519,2.8.1,Frank,2,,,
ERR-11-2.8.1-HL70519,ERR,11,ERR-11,CWE,HL70519,0519,2.8.1,IGAMT,2,,,
ERR-11-2.8.2-HL70519,ERR,11,ERR-11,CWE,HL70519,0519,2.8.2,Frank,2,,,
ERR-11-2.8.2-HL70519,ERR,11,ERR-11,CWE,HL70519,0519,2.8.2,IGAMT,2,,,
ERR-1-2.1-HL70060,ERR,1,ERR-1,ID,HL70060,0060,2.1,Frank,1,,,
ERR-1-2.2-HL70060,ERR,1,ERR-1,CM,HL70060,0060,2.2,Frank,1,,,
ERR-3-2.5-HL70357,ERR,3,ERR-3,CWE,HL70357,0357,2.5,Frank,2,,,
ERR-3-2.5-HL70357,ERR,3,ERR-3,CWE,HL70357,0357,2.5,IGAMT,2,,,
ERR-3-2.5.1-HL70357,ERR,3,ERR-3,CWE,HL70357,0357,2.5.1,Frank,2,,,
ERR-3-2.5.1-HL70357,ERR,3,ERR-3,CWE,HL70357,0357,2.5.1,IGAMT,2,,,
ERR-3-2.6-HL70357,ERR,3,ERR-3,CWE,HL70357,0357,2.6,Frank,2,,,
ERR-3-2.6-HL70357,ERR,3,ERR-3,CWE,HL70357,0357,2.6,IGAMT,2,,,
ERR-3-2.7-HL70357,ERR,3,ERR-3,CWE,HL70357,0357,2.7,Frank,2,,,
ERR-3-2.7-HL70357,ERR,3,ERR-3,CWE,HL70357,0357,2.7,IGAMT,2,,,
ERR-3-2.7.1-HL70357,ERR,3,ERR-3,CWE,HL70357,0357,2.7.1,Frank,2,,,
ERR-3-2.7.1-HL70357,ERR,3,ERR-3,CWE,HL70357,0357,2.7.1,IGAMT,2,,,
ERR-3-2.8-HL70357,ERR,3,ERR-3,CWE,HL70357,0357,2.8,Frank,2,,,
ERR-3-2.8-HL70357,ERR,3,ERR-3,CWE,HL70357,0357,2.8,IGAMT,2,,,
ERR-3-2.8.1-HL70357,ERR,3,ERR-3,CWE,HL70357,0357,2.8.1,Frank,2,,,
ERR-3-2.8.1-HL70357,ERR,3,ERR-3,CWE,HL70357,0357,2.8.1,IGAMT,2,,,
ERR-3-2.8.2-HL70357,ERR,3,ERR-3,CWE,HL70357,0357,2.8.2,Frank,2,,,
ERR-3-2.8.2-HL70357,ERR,3,ERR-3,CWE,HL70357,0357,2.8.2,IGAMT,2,,,
ERR-4-2.5-HL70516,ERR,4,ERR-4,ID,HL70516,0516,2.5,Frank,2,,,
ERR-4-2.5-HL70516,ERR,4,ERR-4,ID,HL70516,0516,2.5,IGAMT,2,,,
ERR-4-2.5.1-HL70516,ERR,4,ERR-4,ID,HL70516,0516,2.5.1,Frank,2,,,
ERR-4-2.5.1-HL70516,ERR,4,ERR-4,ID,HL70516,0516,2.5.1,IGAMT,2,,,
ERR-4-2.6-HL70516,ERR,4,ERR-4,ID,HL70516,0516,2.6,Frank,2,,,
ERR-4-2.6-HL70516,ERR,4,ERR-4,ID,HL70516,0516,2.6,IGAMT,2,,,
ERR-4-2.7-HL70516,ERR,4,ERR-4,ID,HL70516,0516,2.7,Frank,2,,,
ERR-4-2.7-HL70516,ERR,4,ERR-4,ID,HL70516,0516,2.7,IGAMT,2,,,
ERR-4-2.7.1-HL70516,ERR,4,ERR-4,ID,HL70516,0516,2.7.1,Frank,2,,,
ERR-4-2.7.1-HL70516,ERR,4,ERR-4,ID,HL70516,0516,2.7.1,IGAMT,2,,,
ERR-4-2.8-HL70516,ERR,4,ERR-4,ID,HL70516,0516,2.8,Frank,2,,,
ERR-4-2.8-HL70516,ERR,4,ERR-4,ID,HL70516,0516,2.8,IGAMT,2,,,
ERR-4-2.8.1-HL70516,ERR,4,ERR-4,ID,HL70516,0516,2.8.1,Frank,2,,,
ERR-4-2.8.1-HL70516,ERR,4,ERR-4,ID,HL70516,0516,2.8.1,IGAMT,2,,,
ERR-4-2.8.2-HL70516,ERR,4,ERR-4,ID,HL70516,0516,2.8.2,Frank,2,,,
ERR-4-2.8.2-HL70516,ERR,4,ERR-4,ID,HL70516,0516,2.8.2,IGAMT,2,,,
ERR-5-2.5-HL70533,ERR,5,ERR-5,CWE,HL70533,0533,2.5,Frank,2,,,
ERR-5-2.5-HL70533,ERR,5,ERR-5,CWE,HL70533,0533,2.5,IGAMT,2,,,
ERR-5-2.5.1-HL70533,ERR,5,ERR-5,CWE,HL70533,0533,2.5.1,Frank,2,,,
ERR-5-2.5.1-HL70533,ERR,5,ERR-5,CWE,HL70533,0533,2.5.1,IGAMT,2,,,
ERR-5-2.6-HL70533,ERR,5,ERR-5,CWE,HL70533,0533,2.6,Frank,2,,,
ERR-5-2.6-HL70533,ERR,5,ERR-5,CWE,HL70533,0533,2.6,IGAMT,2,,,
ERR-5-2.7-HL70533,ERR,5,ERR-5,CWE,HL70533,0533,2.7,Frank,2,,,
ERR-5-2.7-HL70533,ERR,5,ERR-5,CWE,HL70533,0533,2.7,IGAMT,2,,,
ERR-5-2.7.1-HL70533,ERR,5,ERR-5,CWE,HL70533,0533,2.7.1,Frank,2,,,
ERR-5-2.7.1-HL70533,ERR,5,ERR-5,CWE,HL70533,0533,2.7.1,IGAMT,2,,,
ERR-5-2.8-HL70533,ERR,5,ERR-5,CWE,HL70533,0533,2.8,Frank,2,,,
ERR-5-2.8-HL70533,ERR,5,ERR-5,CWE,HL70533,0533,2.8,IGAMT,2,,,
ERR-5-2.8.1-HL70533,ERR,5,ERR-5,CWE,HL70533,0533,2.8.1,Frank,2,,,
ERR-5-2.8.1-HL70533,ERR,5,ERR-5,CWE,HL70533,0533,2.8.1,IGAMT,2,,,
ERR-5-2.8.2-HL70533,ERR,5,ERR-5,CWE,HL70533,0533,2.8.2,Frank,2,,,
ERR-5-2.8.2-HL70533,ERR,5,ERR-5,CWE,HL70533,0533,2.8.2,IGAMT,2,,,
ERR-9-2.5-HL70517,ERR,9,ERR-9,IS,HL70517,0517,2.5,Frank,2,,,
ERR-9-2.5-HL70517,ERR,9,ERR-9,IS,HL70517,0517,2.5,IGAMT,2,,,
ERR-9-2.5.1-HL70517,ERR,9,ERR-9,IS,HL70517,0517,2.5.1,Frank,2,,,
ERR-9-2.5.1-HL70517,ERR,9,ERR-9,IS,HL70517,0517,2.5.1,IGAMT,2,,,
ERR-9-2.6-HL70517,ERR,9,ERR-9,IS,HL70517,0517,2.6,Frank,2,,,
ERR-9-2.6-HL70517,ERR,9,ERR-9,IS,HL70517,0517,2.6,IGAMT,2,,,
