Segments, Location, Referenced Data type, Value Set
SCH,14,null,HL70000
SCH,11,null,HL70000
SCH,5,null,HL70000
SCH,6,null,HL70000
SCH,21,null,HL70000
SCH,13,null,HL70000
SCH,19,null,HL70000
SCH,4,null,HL70000
SCH,22,null,HL70000
SCH,23,null,HL70000
SCH,3,null,HL70000
SCH,8,null,HL70277
SCH,9,null,HL70000
SCH,24,null,HL70000
SCH,16,null,HL70000
SCP,6,null,HL70000
SCP,1,null,HL70000
SCP,3,null,HL70653
SCP,7,null,HL70657
SCP,4,null,HL70000
SCP,2,null,HL70651
SCP,5,null,HL70000
SCP,8,null,HL70659
SDD,1,null,HL70000
SDD,4,null,HL70667
SDD,5,null,HL70669
SDD,2,null,HL70000
SDD,3,null,HL70000
SDD,6,null,HL70000
SDD,7,null,HL70000
SFT,2,null,HL70000
SFT,3,null,HL70000
SFT,4,null,HL70000
SFT,1,null,HL70000
SFT,5,null,HL70000
SFT,6,null,HL70000
SGH,2,null,HL70000
SGH,1,null,HL70000
SGT,1,null,HL70000
SGT,2,null,HL70000
SHP,2,null,HL70000
SHP,1,null,HL70000
SHP,7,null,HL70907
SHP,10,null,HL70376
SHP,11,null,HL70489
SHP,6,null,HL70906
SHP,8,null,HL70000
SHP,4,null,HL70000
SHP,3,null,HL70905
SHP,9,null,HL70544
SHP,5,null,HL70000
SID,2,null,HL70000
SID,1,null,HL79999
SID,4,null,HL70385
SID,3,null,HL70000
SLT,1,null,HL70000
SLT,2,null,HL70000
SLT,3,null,HL70000
SLT,4,null,HL70000
SLT,5,null,HL70000
SPM,23,null,HL70492
SPM,31,null,HL70000
SPM,25,null,HL70000
SPM,13,null,HL70000
SPM,21,null,HL70490
SPM,29,null,HL70494
SPM,18,null,HL70000
SPM,4,null,HL70487
SPM,17,null,HL70000
SPM,6,null,HL70371
SPM,2,null,HL70000
SPM,26,null,HL70000
SPM,27,null,HL79999
SPM,22,null,HL70491
SPM,8,null,HL79999
SPM,32,null,HL70000
SPM,9,null,HL70542
SPM,12,null,HL70000
SPM,5,null,HL70541
SPM,14,null,HL70000
SPM,30,null,HL70000
SPM,24,null,HL70493
SPM,11,null,HL70369
SPM,3,null,HL70000
SPM,7,null,HL70488
SPM,20,null,HL70136
SPM,28,null,HL70544
SPM,15,null,HL70376
SPM,16,null,HL70489
SPM,1,null,HL70000
SPM,10,null,HL70543
SPM,19,null,HL70000
STF,3,null,HL70000
STF,29,null,HL70136
STF,22,null,HL70000
STF,15,null,HL70000
STF,4,null,HL70182
STF,10,null,HL70000
STF,28,null,HL70189
STF,1,null,HL79999
STF,11,null,HL70000
STF,20,null,HL70066
STF,25,null,HL70000
STF,19,null,HL70000
STF,6,null,HL70000
STF,38,null,HL70540
STF,18,null,HL70000
STF,27,null,HL70005
STF,32,null,HL70136
STF,21,null,HL70136
STF,34,null,HL70000
STF,16,null,HL70185
STF,37,null,HL70136
STF,35,null,HL70000
STF,40,null,HL70006
STF,36,null,HL70539
STF,5,null,HL70001
STF,9,null,HL70069
STF,31,null,HL70000
STF,12,null,HL70537
STF,13,null,HL70537
STF,17,null,HL70002
STF,39,null,HL70771
STF,30,null,HL70171
STF,33,null,HL70538
STF,8,null,HL70184
STF,2,null,HL70061
STF,7,null,HL70183
STF,23,null,HL70136
STF,14,null,HL70000
STF,24,null,HL70000
STF,26,null,HL70000
STF,41,null,HL70000
STZ,3,null,HL70809
STZ,4,null,HL70811
STZ,2,null,HL70702
STZ,1,null,HL70806
TCC,14,null,HL70388
TCC,13,null,HL70000
TCC,1,null,HL70000
TCC,11,null,HL70136
TCC,15,null,HL70000
TCC,6,null,HL70000
TCC,12,null,HL70000
TCC,9,null,HL70136
TCC,3,null,HL70000
TCC,7,null,HL70000
TCC,8,null,HL70000
TCC,4,null,HL70000
TCC,2,null,HL70000
TCC,5,null,HL70000
TCC,10,null,HL70136
TCD,2,null,HL70000
TCD,4,null,HL70000
TCD,5,null,HL70000
TCD,6,null,HL70136
TCD,8,null,HL70389
TCD,3,null,HL70000
TCD,7,null,HL70136
TCD,1,null,HL70000
TQ1,4,null,HL70000
TQ1,10,null,HL70000
TQ1,7,null,HL70000
TQ1,5,null,HL70000
TQ1,3,null,HL70000
TQ1,14,null,HL70000
TQ1,11,null,HL70000
TQ1,8,null,HL70000
TQ1,12,null,HL70472
TQ1,13,null,HL70000
TQ1,6,null,HL70000
TQ1,1,null,HL70000
TQ1,2,null,HL70000
TQ1,9,null,HL70485
TXA,4,null,HL70000
TXA,17,null,HL70271
TXA,9,null,HL70000
TXA,10,null,HL70000
TXA,21,null,HL70000
TXA,3,null,HL70191
TXA,2,null,HL70270
TXA,1,null,HL70000
TXA,11,null,HL70000
TXA,8,null,HL70000
TXA,5,null,HL70000
TXA,6,null,HL70000
TXA,23,null,HL70000
TXA,19,null,HL70273
TXA,15,null,HL70000
TXA,24,null,HL70000
TXA,14,null,HL70000
TXA,13,null,HL70000
TXA,26,null,HL70000
TXA,7,null,HL70000
TXA,22,null,HL70000
TXA,25,null,HL70000
TXA,12,null,HL70000
TXA,16,null,HL70000
TXA,20,null,HL70275
TXA,18,null,HL70272
UAC,2,null,HL70000
UAC,1,null,HL70615
UB1,1,null,HL70000
UB1,2,null,HL70000
UB1,4,null,HL70000
UB1,6,null,HL70000
UB1,5,null,HL70000
UB1,20,null,HL70000
UB1,3,null,HL70000
UB1,9,null,HL70000
UB1,13,null,HL70000
UB1,22,null,HL70000
UB1,21,null,HL70000
UB1,15,null,HL70000
UB1,17,null,HL70000
UB1,18,null,HL70000
UB1,7,null,HL70000
UB1,12,null,HL70000
UB1,23,null,HL70000
UB1,11,null,HL70000
UB1,10,null,HL70000
UB1,19,null,HL70000
UB1,16,null,HL70000
UB1,14,null,HL70000
UB1,8,null,HL70000
VAR,2,null,HL70000
VAR,3,null,HL70000
VAR,4,null,HL70000
VAR,6,null,HL70000
VAR,1,null,HL70000
VAR,5,null,HL70000
VND,3,null,HL70000
VND,4,null,HL70000
VND,5,null,HL70532
VND,2,null,HL70000
VND,1,null,HL70000
