Segments, Location, Referenced Data type, Value Set
PV2,15,ID,HL70136
PV2,19,ID,HL70136
PV2,22,ID,HL70136
PV2,32,ID,HL70136
PV2,34,ID,HL70136
PV2,35,ID,HL70136
PV2,36,ID,HL70136
CTD,1,CWE,HL70131
CTD,7,PLN,HL70338
CTD,6,CWE,HL70185
SCD,34,XCN,HL70010
SCD,32,CNE,HL70088
SCD,23,CNE,HL70532
SCD,28,CWE,HL70702
SCD,10,CWE,HL70682
SCD,19,CNE,HL70532
SCD,20,CNE,HL70532
SCD,21,CNE,HL70532
SCD,22,CNE,HL70532
SCD,24,CNE,HL70532
SCD,26,CNE,HL70532
SCD,27,CNE,HL70532
PMT,4,CWE,HL70570
CTI,3,CWE,HL79999
SCH,25,CWE,HL70278
SCH,8,CWE,HL70277
SCH,7,CWE,HL70276
PEO,9,ID,HL70238
PEO,8,ID,HL70237
PEO,25,ID,HL70243
PEO,12,ID,HL70241
PEO,23,ID,HL70242
PEO,10,ID,HL70239
PEO,2,CWE,HL79999
PEO,11,ID,HL70240
PEO,1,CWE,HL79999
PEO,18,CWE,HL79999
PEO,22,ID,HL70242
IPC,8,CWE,HL79999
IPC,5,CWE,HL79999
IPC,6,CWE,HL79999
PES,12,ID,HL70235
PES,11,ID,HL70234
PES,13,ID,HL70236
