Segments, Location, Referenced Data type, Value Set
RXD,12,null,HL70000
RXD,9,null,HL70000
RXD,8,null,HL70000
RXD,10,null,HL70000
RXD,11,null,HL70167
RXD,6,null,HL70000
RXD,19,null,HL70000
RXD,2,null,HL70292
RXD,13,null,HL70000
RXD,24,null,HL70321
RXE,5,null,HL70000
RXE,11,null,HL70000
RXE,30,null,HL70321
RXE,7,null,HL70000
RXE,3,null,HL70000
RXE,12,null,HL70000
RXE,17,null,HL70000
RXE,1,null,HL70000
RXE,24,null,HL70000
RXE,6,null,HL70000
RXE,9,null,HL70167
RXE,20,null,HL70136
RXE,22,null,HL70000
RXE,13,null,HL70000
RXE,18,null,HL70000
RXE,19,null,HL70000
RXE,16,null,HL70000
RXE,29,null,HL70000
RXE,15,null,HL70000
RXE,14,null,HL70000
RXE,2,null,HL70292
RXE,27,null,HL70000
RXE,28,null,HL70000
RXE,21,null,HL70000
RXE,25,null,HL70000
RXE,4,null,HL70000
RXE,23,null,HL70000
RXE,8,null,HL70000
RXE,10,null,HL70000
RXE,26,null,HL70000
RXG,5,null,HL70000
RXG,14,null,HL70000
RXG,1,null,HL70000
RXG,17,null,HL70000
RXG,2,null,HL70000
RXG,6,null,HL70000
RXG,18,null,HL70000
RXG,22,null,HL70000
RXG,9,null,HL70000
RXG,10,null,HL70167
RXG,12,null,HL70136
RXG,16,null,HL70000
RXG,20,null,HL70000
RXG,4,null,HL70292
RXG,8,null,HL70000
RXG,19,null,HL70000
RXG,7,null,HL70000
RXG,13,null,HL70000
RXG,11,null,HL70000
RXG,15,null,HL70000
RXG,21,null,HL70227
RXG,3,null,HL70000
RXO,7,null,HL70000
RXO,5,null,HL70000
RXO,23,null,HL70000
RXO,9,null,HL70161
RXO,12,null,HL70000
RXO,16,null,HL70136
RXO,17,null,HL70000
RXO,21,null,HL70000
RXO,1,null,HL70000
RXO,2,null,HL70000
RXO,18,null,HL70000
RXO,13,null,HL70000
RXO,10,null,HL70000
RXO,8,null,HL70000
RXO,4,null,HL70000
RXO,14,null,HL70000
RXO,20,null,HL70000
RXO,22,null,HL70000
RXO,3,null,HL70000
RXO,11,null,HL70000
RXO,15,null,HL70000
RXO,19,null,HL70000
RXO,6,null,HL70000
RXR,3,null,HL70164
RXR,5,null,HL70000
RXR,4,null,HL70165
RXR,1,null,HL70162
RXR,2,null,HL70163
SCH,9,null,HL70000
SCH,13,null,HL70000
SCH,4,null,HL70000
SCH,17,null,HL70000
SCH,7,null,HL70276
SCH,22,null,HL70000
SCH,6,null,HL70000
SCH,10,null,HL70000
SCH,23,null,HL70000
SCH,8,null,HL70277
SCH,2,null,HL70000
SCH,24,null,HL70000
SCH,16,null,HL70000
SCH,20,null,HL70000
SCH,21,null,HL70000
SCH,18,null,HL70000
SCH,5,null,HL70000
SCH,14,null,HL70000
SCH,25,null,HL70278
SCH,12,null,HL70000
SCH,19,null,HL70000
SCH,1,null,HL70000
SCH,3,null,HL70000
SCH,15,null,HL70000
SCH,11,null,HL70000
SPR,2,null,HL70106
SPR,4,null,HL70000
SPR,3,null,HL70000
SPR,1,null,HL70000
STF,8,null,HL70184
STF,11,null,HL70000
STF,22,null,HL70000
STF,25,null,HL70000
STF,10,null,HL70000
STF,14,null,HL70000
STF,13,null,HL70000
STF,20,null,HL70066
STF,1,null,HL70000
STF,18,null,HL70000
STF,26,null,HL70000
STF,16,null,HL70185
STF,23,null,HL70136
STF,15,null,HL70000
STF,21,null,HL70136
STF,24,null,HL70000
STF,12,null,HL70000
STF,6,null,HL70000
STF,7,null,HL70183
STF,19,null,HL70327
STF,2,null,HL70000
STF,5,null,HL70001
STF,4,null,HL70182
STF,3,null,HL70000
STF,9,null,HL70069
STF,17,null,HL70002
TXA,6,null,HL70000
TXA,19,null,HL70273
TXA,20,null,HL70275
TXA,1,null,HL70000
TXA,5,null,HL70000
TXA,7,null,HL70000
TXA,18,null,HL70272
TXA,21,null,HL70000
TXA,16,null,HL70000
TXA,8,null,HL70000
TXA,17,null,HL70271
TXA,4,null,HL70000
TXA,12,null,HL70000
TXA,13,null,HL70000
TXA,3,null,HL70191
TXA,11,null,HL70000
TXA,22,null,HL70000
TXA,23,null,HL70000
TXA,10,null,HL70000
TXA,9,null,HL70000
TXA,14,null,HL70000
TXA,15,null,HL70000
TXA,2,null,HL70270
UB1,2,null,HL70000
UB1,12,null,HL70348
UB1,1,null,HL70000
UB1,16,null,HL70350
UB1,19,null,HL70000
UB1,21,null,HL70000
UB1,17,null,HL70351
UB1,20,null,HL70000
UB1,3,null,HL70000
UB1,18,null,HL70000
UB1,4,null,HL70000
UB1,8,null,HL70000
UB1,13,null,HL70349
UB1,15,null,HL70000
UB1,11,null,HL70000
UB1,9,null,HL70000
UB1,7,null,HL70043
UB1,14,null,HL70000
UB1,22,null,HL70000
UB1,23,null,HL70000
UB1,10,null,HL70153
UB1,6,null,HL70000
UB1,5,null,HL70000
URD,2,null,HL70109
URD,4,null,HL70048
URD,3,null,HL70000
URD,5,null,HL70000
URD,7,null,HL70108
URD,1,null,HL70000
URD,6,null,HL70000
URS,1,null,HL70000
URS,7,null,HL70157
URS,4,null,HL70000
URS,3,null,HL70000
URS,5,null,HL70000
URS,6,null,HL70156
URS,9,null,HL70000
URS,2,null,HL70000
URS,8,null,HL70158
VAR,1,null,HL70000
VAR,6,null,HL70000
VAR,2,null,HL70000
VAR,4,null,HL70000
VAR,3,null,HL70000
VAR,5,null,HL70000
VTQ,2,null,HL70106
VTQ,4,null,HL70000
VTQ,1,null,HL70000
VTQ,3,null,HL70000
VTQ,5,null,HL70000
