5,2,REO,HHmmSS.S1S2[+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HHMMSS.SS[+/-ZZZZ]'.,^(\d{6}\.\d{2})([+-]\d{4})?$
6,0,REO,HHmmSS.S1S2S3[S4][+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HHMMSS.SSS[S][+/-ZZZZ]'.,^(\d{6}\.\d{3}|\d{6}\.\d{4})([+-]\d{4})?$
6,1,REO,HHmmSS.S1S2S3[+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HHMMSS.SSS[+/-ZZZZ]'.,^(\d{6}\.\d{3})([+-]\d{4})?$
7,0,REO,HHmmSS.S1S2S3S4[+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HHMMSS.SSSS[+/-ZZZZ]'.,^(\d{6}\.\d{4})([+-]\d{4})?$
1,0,R,HH[mm[SS[.S1[S2[S3[S4]]]]]]+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HH[MM[SS[.S[S[S[S]]]]]]+/-ZZZZ'.,^(\d{2}|\d{4}|\d{6}|\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3}|\d{6}\.\d{4})([+-]\d{4})$
1,1,R,HH[mm[SS[.S1[S2[S3]]]]]+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HH[MM[SS[.S[S[S]]]]]+/-ZZZZ'.,^(\d{2}|\d{4}|\d{6}|\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3})([+-]\d{4})$
1,2,R,HH[mm[SS[.S1[S2]]]]+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HH[MM[SS[.S[S]]]]+/-ZZZZ'.,^(\d{2}|\d{4}|\d{6}|\d{6}\.\d|\d{6}\.\d{2})([+-]\d{4})$
1,3,R,HH[mm[SS[.S1]]]+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HH[MM[SS[.S]]]+/-ZZZZ'.,^(\d{2}|\d{4}|\d{6}|\d{6}\.\d)([+-]\d{4})$
1,4,R,HH[mm[SS]]+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HH[MM[SS]]+/-ZZZZ'.,^(\d{2}|\d{4}|\d{6})([+-]\d{4})$
1,5,R,HH[mm]+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HH[MM]+/-ZZZZ'.,^(\d{2}|\d{4})([+-]\d{4})$
1,6,R,HH+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HH+/-ZZZZ'.,^(\d{2})([+-]\d{4})$
2,0,R,HHmm[SS[.S1[S2[S3[S4]]]]]+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HHMM[SS[.S[S[S[S]]]]]+/-ZZZZ'.,^(\d{4}|\d{6}|\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3}|\d{6}\.\d{4})([+-]\d{4})$
2,1,R,HHmm[SS[.S1[S2[S3]]]]+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HHMM[SS[.S[S[S]]]]+/-ZZZZ'.,^(\d{4}|\d{6}|\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3})([+-]\d{4})$
2,2,R,HHmm[SS[.S1[S2]]]+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HHMM[SS[.S[S]]]+/-ZZZZ'.,^(\d{4}|\d{6}|\d{6}\.\d|\d{6}\.\d{2})([+-]\d{4})$
2,3,R,HHmm[SS[.S1]]+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HHMM[SS[.S]]+/-ZZZZ'.,^(\d{4}|\d{6}|\d{6}\.\d)([+-]\d{4})$
2,4,R,HHmm[SS]+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HHMM[SS]+/-ZZZZ'.,^(\d{4}|\d{6})([+-]\d{4})$
2,5,R,HHmm+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HHMM+/-ZZZZ'.,^(\d{4})([+-]\d{4})$
3,0,R,HHmmSS[.S1[S2[S3[S4]]]]+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HHMMSS[.S[S[S[S]]]]+/-ZZZZ'.,^(\d{6}|\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3}|\d{6}\.\d{4})([+-]\d{4})$
3,1,R,HHmmSS[.S1[S2[S3]]]+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HHMMSS[.S[S[S]]]+/-ZZZZ'.,^(\d{6}|\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3})([+-]\d{4})$
3,2,R,HHmmSS[.S1[S2]]+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HHMMSS[.S[S]]+/-ZZZZ'.,^(\d{6}|\d{6}\.\d|\d{6}\.\d{2})([+-]\d{4})$
3,3,R,HHmmSS[.S1]+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HHMMSS[.S]+/-ZZZZ'.,^(\d{6}|\d{6}\.\d)([+-]\d{4})$
3,4,R,HHmmSS+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HHMMSS+/-ZZZZ'.,^(\d{6})([+-]\d{4})$
4,0,R,HHmmSS.S1[S2[S3[S4]]]+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HHMMSS.S[S[S[S]]]+/-ZZZZ'.,^(\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3}|\d{6}\.\d{4})([+-]\d{4})$
4,1,R,HHmmSS.S1[S2[S3]]+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HHMMSS.S[S[S]]+/-ZZZZ'.,^(\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3})([+-]\d{4})$
4,2,R,HHmmSS.S1[S2]+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HHMMSS.S[S]+/-ZZZZ'.,^(\d{6}\.\d|\d{6}\.\d{2})([+-]\d{4})$
4,3,R,HHmmSS.S1+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HHMMSS.S+/-ZZZZ'.,^(\d{6}\.\d)([+-]\d{4})$
5,0,R,HHmmSS.S1S2[S3[S4]]+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HHMMSS.SS[S[S]]+/-ZZZZ'.,^(\d{6}\.\d{2}|\d{6}\.\d{3}|\d{6}\.\d{4})([+-]\d{4})$
5,1,R,HHmmSS.S1S2[S3]+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HHMMSS.SS[S]+/-ZZZZ'.,^(\d{6}\.\d{2}|\d{6}\.\d{3})([+-]\d{4})$
5,2,R,HHmmSS.S1S2+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HHMMSS.SS+/-ZZZZ'.,^(\d{6}\.\d{2})([+-]\d{4})$
6,0,R,HHmmSS.S1S2S3[S4]+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HHMMSS.SSS[S]+/-ZZZZ'.,^(\d{6}\.\d{3}|\d{6}\.\d{4})([+-]\d{4})$
6,1,R,HHmmSS.S1S2S3+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HHMMSS.SSS+/-ZZZZ'.,^(\d{6}\.\d{3})([+-]\d{4})$
7,0,R,HHmmSS.S1S2S3S4+/-ZZZZ,The Time element SHALL follow the Date/Time pattern 'HHMMSS.SSSS+/-ZZZZ'.,^(\d{6}\.\d{4})([+-]\d{4})$
